market_id,entry_date,exit_date,direction,entry_price,exit_price,gross_pnl,net_pnl,position_size,whale_address,category,market_title,market_url,whale_token_side,whale_score,whale_winrate,taker_address,signal_trade_size_usd,market_end_date,resolution_outcome,reason
0x236ffa98d07ed71a9cd54488b3ecbdd1f37a1fda08c7165c4e664236cd76de03,2025-08-25,2025-09-01,SELL,0.0010000000000000009,1.0,93.07310702240247,90.28091381173039,92980.03391537999,0x621f2b8c7c6af2913fceaa92aefcdab720ce7293,Tech,Will Bitcoin reach $200K in August?,https://polymarket.com/event/will-bitcoin-reach-200k-in-august,NO,7.13,1.0,0x621f2b8c7c6af2913fceaa92aefcdab720ce7293,13816.16,2025-09-01,NO,
0xa80ae546771dafdab589d9808486f8e76fe001e22ea7476d3bf32a9e484480d5,2025-09-16,2025-09-17,BUY,0.82,0.0,-61510.481652679715,-59665.16720309932,61510.481652679715,0xdb27bf2ac5d428a9c63dbc914611036855a6c56e,Sports,Will Benfica win on 2025-09-16?,https://polymarket.com/event/ucl-ben-kar-2025-09-16-ben,YES,6.04,0.857,0xdb27bf2ac5d428a9c63dbc914611036855a6c56e,26962.03,2025-09-16,NO,
0xde57a3ab0f35ebc62125761953d23606f3b5958e2cabe7b7dccdc17c883e7a57,2025-09-18,2025-09-19,SELL,0.18000000000000005,1.0,3443.86086667683,3340.545040676525,15688.699503749998,0xdb27bf2ac5d428a9c63dbc914611036855a6c56e,Sports,Will Napoli win on 2025-09-18?,https://polymarket.com/event/ucl-mac-nap-2025-09-18-nap,NO,6.04,0.857,0xdb27bf2ac5d428a9c63dbc914611036855a6c56e,15867.45,2025-09-18,NO,
0x08741949c92133b703743f6c7ed18f3e648dfe07f6de7f75aeb87d392ff42587,2025-10-13,2025-10-20,SELL,0.15500000000000003,1.0,1486.1782301868639,1441.5928832812579,8102.068416179999,0x10fbc3d2421e002f269089d15be6a56ce6ffc66c,Tech,"Will Bitcoin dip to $100,000 October 13-19?",https://polymarket.com/event/will-bitcoin-dip-to-100k-october-13-19,NO,7.772,0.971,0x10fbc3d2421e002f269089d15be6a56ce6ffc66c,1183.0,2025-10-20,NO,
0xf039718dab1c1932d6c1e8538f68be56e7ba75ddb36c535752481fdab7be3b9c,2025-10-31,2025-11-04,SELL,0.008500252143217368,1.0,615.5877411303926,597.1201088964808,71804.35119228,0xdc8d49e3317dab913726f10c75a6dff742c784bc,Politics,James Comey arrested by October 31?,https://polymarket.com/event/james-comey-arrested-by-october-31,NO,6.212,0.995,0xdc8d49e3317dab913726f10c75a6dff742c784bc,8919.0,2025-09-30,NO,
0x187c96ef8da90058e285a27b464b0abedd8d7f61432ba9113ae1a3215f592cf6,2025-11-12,2025-11-13,SELL,0.19519569268999792,1.0,3611.3635125512615,3503.0226071747234,14889.88240524,0xb63ac06f20eed05d0a34f61116d0580a0afb4064,Tech,"Will the price of Bitcoin be between $98,000 and $100,000 on November 13?",https://polymarket.com/event/will-the-price-of-bitcoin-be-between-98000-100000-on-november-13,NO,6.356,1.0,0xb63ac06f20eed05d0a34f61116d0580a0afb4064,1200.0,2025-11-13,NO,
0xc5a6306659842a3a54212f360ce37f8675baa76025f0666f98086863b8bf808c,2025-11-11,2025-11-14,SELL,0.16000000000000003,0.0,-5451.64095222,-5288.0917236534,5451.64095222,0xb63ac06f20eed05d0a34f61116d0580a0afb4064,Tech,"Will Bitcoin dip to $96,000 November 10-16?",https://polymarket.com/event/will-bitcoin-dip-to-96k-november-10-16,NO,6.356,1.0,0xb63ac06f20eed05d0a34f61116d0580a0afb4064,1680.0,2025-11-17,YES,
0x27117a43334644f1c7d4395cfc4a6026bda8026f2b0b5dd6a717f82e71306660,2025-11-12,2025-11-14,SELL,0.20657723577718667,0.0,-59855.01324335999,-58059.362846059186,59855.01324335999,0xb63ac06f20eed05d0a34f61116d0580a0afb4064,Tech,"Will Ethereum dip to $3,100 November 10-16?",https://polymarket.com/event/will-ethereum-dip-to-3100-november-10-16,NO,6.356,1.0,0xb63ac06f20eed05d0a34f61116d0580a0afb4064,1620.0,2025-11-17,YES,
0x7c51eb04410e955754f35246aa2404030553ba27eb5d08371d9a5dcd9695d028,2025-11-13,2025-11-14,SELL,0.20843390690666852,1.0,8012.876288138077,7772.489999493934,30430.37129598,0xb63ac06f20eed05d0a34f61116d0580a0afb4064,Tech,"Will the price of Ethereum be between $3,500 and $3,600 on November 14?",https://polymarket.com/event/will-the-price-of-ethereum-be-between-3500-3600-on-november-14,NO,6.356,1.0,0xb63ac06f20eed05d0a34f61116d0580a0afb4064,4050.0,2025-11-14,NO,
0xd931a622fc8297a648b93e0302198d697217092d0871f06f44df8d2767eec647,2025-11-12,2025-11-17,SELL,0.08999999999999997,1.0,730.2972776548348,708.3883593251898,7384.11691851,0xb63ac06f20eed05d0a34f61116d0580a0afb4064,Tech,Will Solana dip to $130 November 10-16?,https://polymarket.com/event/will-solana-dip-to-130-november-10-16,NO,6.356,1.0,0xb63ac06f20eed05d0a34f61116d0580a0afb4064,1365.0,2025-11-17,NO,
