market_id,entry_date,exit_date,direction,entry_price,exit_price,gross_pnl,net_pnl,position_size,whale_address,category,market_title,market_url,whale_token_side,whale_score,whale_winrate,taker_address,signal_trade_size_usd,market_end_date,resolution_outcome,reason
0x036378d7e507b986b2fb92245512435ce417d05f8f76e0a75440923cb4aadecb,2025-04-15,2025-05-01,SELL,0.050000000000000044,1.0,1079.034881790001,1046.663835336301,20501.662754009998,0x2c3eab37a5bfeeba3c8017049613d7a405163d75,Geopolitics,Israel military action against Iran in April?,https://polymarket.com/event/israel-military-action-against-iran-in-april,NO,6.075,1.0,0x2c3eab37a5bfeeba3c8017049613d7a405163d75,3161.32,2025-04-30,NO,
0xa6e9cc8102d4c8a69487c9870608364f8854ac0e45f1829073381eb9d0dc6eeb,2025-04-20,2025-05-12,SELL,0.3215518015834733,0.0,-33884.50015296,-32867.96514837119,33884.50015296,0x2c3eab37a5bfeeba3c8017049613d7a405163d75,Geopolitics,Will the U.S. agree to a trade deal with China before July?,https://polymarket.com/event/will-the-us-agree-to-a-trade-deal-with-china-before-july,NO,6.075,1.0,0x2c3eab37a5bfeeba3c8017049613d7a405163d75,1128.5,2025-06-30,YES,
0xe13cc34e5743753f74ef866df6ea71787298ba96e118cfaef7faf158d578cc91,2025-05-14,2025-05-17,SELL,0.11419952174059478,1.0,1111.9488740634008,1078.5904078414987,8624.94719271,0x59cf850d330f01ed5dbcf71b6243ca2e65664275,Politics,Will Israel launch a major ground offensive in Gaza by Friday?,https://polymarket.com/event/will-israel-launch-a-major-ground-offensive-in-gaza-by-friday-697,NO,8.793,1.0,0x59cf850d330f01ed5dbcf71b6243ca2e65664275,1315.02,2025-05-16,NO,
0xc5da1ea1f3b67411908af996b5b257120c7e0a1f803633c807e103d1b2a6a311,2025-05-18,2025-05-18,BUY,0.886612823754934,0.9927610850409632,10951.336552513276,10622.796455937878,91472.01571725,0x0cbf16aa2e92760d8cb708b877a95a25f2c84665,Geopolitics,Will Israel launch a major ground offensive in Gaza in May?,https://polymarket.com/event/will-israel-launch-a-major-ground-offensive-in-gaza-in-may,YES,8.599,0.989,0x0cbf16aa2e92760d8cb708b877a95a25f2c84665,2000.0,2025-05-31,YES,WHALE_EXIT
0xb12a219f75d35ad91ee9428d22e47f1ee6de61f5d79466b1749c8b66aed2f2d9,2025-05-20,2025-06-01,SELL,0.08000000000411678,1.0,3643.5355181324944,3534.2294525885195,41900.65845618,0x0cbf16aa2e92760d8cb708b877a95a25f2c84665,Geopolitics,Israel military action against Iran before June?,https://polymarket.com/event/israel-military-action-against-iran-before-june,NO,8.597,0.989,0x0cbf16aa2e92760d8cb708b877a95a25f2c84665,8939.0,2025-05-31,NO,
0x24dff082e905d9448a23b7c48d26c78bc31cf367d50b3d471c00de0171896f0a,2025-06-03,2025-06-04,SELL,0.12263644652859185,1.0,13954.615464635192,13535.977000696135,99833.86960356,0x1c62cd70c36d94d6280b835a3ac414dd5a7a5d44,Politics,Will Lee Jun-seok win between 11% and 14% of the vote in the South Korea election?,https://polymarket.com/event/will-lee-jun-seok-win-between-11-and-14-of-the-vote-in-the-south-korea-election,NO,7.156,0.978,0x1c62cd70c36d94d6280b835a3ac414dd5a7a5d44,1439.68,2025-06-02,NO,
0x2eaa8bce4ea7a229c9e8a3050914b044537d19953fa364b176f95e1abc27f5bf,2025-06-03,2025-06-04,SELL,0.07611300922663831,1.0,9275.179877986555,8996.924481646958,112585.45829975602,0x1c62cd70c36d94d6280b835a3ac414dd5a7a5d44,Politics,Will South Korea presidential election winner get over 50% of votes?,https://polymarket.com/event/will-south-korea-presidential-election-winner-get-over-50-of-votes,NO,7.156,0.978,0x1c62cd70c36d94d6280b835a3ac414dd5a7a5d44,1347.02,2025-06-03,NO,
0xebe0a2e0cd1ef818466b907d590472f96efeef0573a1bd96e13de92e1e92f488,2025-04-20,2025-07-01,SELL,0.15000000000000002,1.0,1842.4333457152945,1787.1603453438356,10440.45562572,0x2c3eab37a5bfeeba3c8017049613d7a405163d75,Politics,Will Trump meet with Xi Jinping before July?,https://polymarket.com/event/will-trump-meet-with-xi-jinping-before-july,NO,6.075,1.0,0x2c3eab37a5bfeeba3c8017049613d7a405163d75,1042.31,2025-06-30,NO,
0x1f78a02341c8993efc78cfea37699799951debfc9c195ae21ee73c40bd54a31d,2025-07-01,2025-07-06,SELL,0.08999999999999997,0.91,0.0,0.0,20834.298217319996,0x9aeb26fffc9ce02d02390ffc6035bfb809542f31,Other,Lee Jae-myung out as president of South Korea in 2025?,https://polymarket.com/event/lee-jae-myung-out-as-president-of-south-korea-in-2025,NO,7.216,0.925,0x9aeb26fffc9ce02d02390ffc6035bfb809542f31,3567.6,,NO,WHALE_EXIT
0xa37bcb2aec3a653b4d3446406ce605b1e7dc668fc2ee3902ddf7ca6552585f9e,2025-07-06,2025-07-07,BUY,0.8053977151986444,1.0,7712.212190974702,7480.845825245461,31918.42317822,0x59cf850d330f01ed5dbcf71b6243ca2e65664275,Geopolitics,Israel strikes Yemen by Monday?,https://polymarket.com/event/israel-strikes-yemen-by-monday,YES,8.665,0.967,0x59cf850d330f01ed5dbcf71b6243ca2e65664275,21087.32,2025-07-07,YES,
0x7035aa7555c84710f78a64c3f91c232d03a7153af0fdcf2a01f7838033204afb,2025-07-08,2025-07-09,BUY,0.9188333263889468,1.0,3211.419182747006,3115.0766072645956,36354.316849949995,0x9aeb26fffc9ce02d02390ffc6035bfb809542f31,Politics,Yoon arrested by July 15?,https://polymarket.com/event/yoon-arrested-by-july-15,YES,6.698,0.945,0x9aeb26fffc9ce02d02390ffc6035bfb809542f31,1102.61,2025-07-15,YES,
0xa3d646330c69637855b99af191c40ba980928eaa1cd97c1f6aa52de6de21bf76,2025-07-09,2025-07-10,BUY,0.9300000000000002,1.0,5223.749237869957,5067.0367607338585,69401.23987455817,0x9aeb26fffc9ce02d02390ffc6035bfb809542f31,Politics,Yoon in jail before August?,https://polymarket.com/event/yoon-in-jail-before-august,YES,6.698,0.945,0x9aeb26fffc9ce02d02390ffc6035bfb809542f31,3813.0,2025-08-01,YES,
0x0f1e57ec69c4d7eba7c215a9d70dc58bc48047c222b805fc268a4cac251a5657,2025-07-26,2025-07-28,SELL,0.0031475227825091823,1.0,136.38701312684043,132.29540273303522,43195.15418643,0x614ef98a8be021de3a974942b2fb98794ff34f1b,Art_and_Culture,"Will """"""""Fantastic Four: The First Steps"""""""" Opening Weekend Box Office be more than $145m?",https://polymarket.com/event/will-fantastic-four-the-first-steps-opening-weekend-box-office-be-more-than-145m,NO,6.433,1.0,0x614ef98a8be021de3a974942b2fb98794ff34f1b,4714.39,2025-07-28,NO,
0x1debf0ac763b61259402b419a59a791a02b29081a1e6287af966752a3e911ac4,2025-07-26,2025-07-28,SELL,0.005632723870991896,1.0,268.0045099321893,259.96437463422365,47311.90817004,0x614ef98a8be021de3a974942b2fb98794ff34f1b,Art_and_Culture,"Will """"""""Fantastic Four: The First Steps"""""""" Opening Weekend Box Office be between $135-145m?",https://polymarket.com/event/will-fantastic-four-the-first-steps-opening-weekend-box-office-be-between-135-145m,NO,6.433,1.0,0x614ef98a8be021de3a974942b2fb98794ff34f1b,4496.39,2025-07-28,NO,
0x62cdae7f4d60ad8221323df86a8833b1343ffed649d3a55dfea905742da754c8,2025-07-31,2025-08-08,SELL,0.009516446219949737,1.0,273.82708734815753,265.6122747277128,28500.26368344,0x614ef98a8be021de3a974942b2fb98794ff34f1b,Climate_and_Science,Will global temperature increase by between 0.90–0.94ºC in July 2025?,https://polymarket.com/event/will-global-temperature-increase-by-between-0pt900pt94c-in-july-2025,NO,6.433,1.0,0x614ef98a8be021de3a974942b2fb98794ff34f1b,39108.8,2025-07-31,NO,
0xfaa09b34503d60b6dd1ed88ed31e02d50bc09c19a84cd50fb375e4f534ddf72b,2025-07-31,2025-08-08,SELL,0.040126183628725776,1.0,1286.9477492395702,1248.339316762383,30785.570313959997,0x614ef98a8be021de3a974942b2fb98794ff34f1b,Climate_and_Science,Will global temperature increase by between 0.95–0.99ºC in July 2025?,https://polymarket.com/event/will-global-temperature-increase-by-between-0pt950pt99c-in-july-2025,NO,6.433,1.0,0x614ef98a8be021de3a974942b2fb98794ff34f1b,7606.96,2025-07-31,NO,
0x1f78a02341c8993efc78cfea37699799951debfc9c195ae21ee73c40bd54a31d,2025-07-10,2025-08-08,SELL,0.06000000000000005,0.94,0.0,0.0,13304.05360279638,0x9aeb26fffc9ce02d02390ffc6035bfb809542f31,Other,Lee Jae-myung out as president of South Korea in 2025?,https://polymarket.com/event/lee-jae-myung-out-as-president-of-south-korea-in-2025,NO,6.698,0.945,0x9aeb26fffc9ce02d02390ffc6035bfb809542f31,4594.74,,NO,WHALE_EXIT
0xf039718dab1c1932d6c1e8538f68be56e7ba75ddb36c535752481fdab7be3b9c,2025-10-31,2025-11-04,SELL,0.008500252143217368,1.0,615.5877411303926,597.1201088964808,71804.35119228,0xdc8d49e3317dab913726f10c75a6dff742c784bc,Politics,James Comey arrested by October 31?,https://polymarket.com/event/james-comey-arrested-by-october-31,NO,6.212,0.995,0xdc8d49e3317dab913726f10c75a6dff742c784bc,8919.0,2025-09-30,NO,
0x75cadae5f7de53420e53fd5433df928104917be1bd47044a82d81c3e7d76e0d9,2025-12-17,2025-12-19,BUY,0.7541094499815431,1.0,4278.959118831756,4150.5903452668035,13122.92606346,0x7c8b2af934eed0bad9b7437e927ef09c0ebca211,Geopolitics,Will Russia capture Siversk by December 22?,https://polymarket.com/event/will-russia-capture-siversk-by-december-22,YES,7.468,0.869,0x7c8b2af934eed0bad9b7437e927ef09c0ebca211,1961.17,2025-12-22,YES,
0x3315de37bfb5e6565dec1452a914a9160afbe18512aa29a89abf1bfe9c263c7b,2025-12-27,2025-12-28,BUY,0.8952346837065253,1.0,5109.1857876301365,4955.910214001232,43658.726803956815,0x7c8b2af934eed0bad9b7437e927ef09c0ebca211,Politics,Will Russia capture Huliaipole by December 31?,https://polymarket.com/event/will-russia-capture-huliaipole-by-december-31,YES,7.013,0.909,0x7c8b2af934eed0bad9b7437e927ef09c0ebca211,2011.84,2025-12-31,YES,
0xd837e5deb894a485d1c4558e81c31ea2192205c9a15c114a06f69f558db2499e,2025-10-31,2026-01-01,SELL,0.049000000000000044,1.0,301.1402147805365,292.1060083371204,5844.578454209999,0xdc8d49e3317dab913726f10c75a6dff742c784bc,Politics,Will Elon Musk rejoin the Trump Administration this year?,https://polymarket.com/event/will-elon-musk-rejoin-the-trump-administration-this-year,NO,6.212,0.995,0xdc8d49e3317dab913726f10c75a6dff742c784bc,3804.0,2025-12-31,NO,
0xc848576777751e56a4db0eb5e7d4c764afbe80e116fc75584e69c0914be0a5b2,2025-11-02,2026-01-01,SELL,0.06000000000000005,1.0,672.7186482070217,652.537088760811,10539.258821909998,0xdc8d49e3317dab913726f10c75a6dff742c784bc,Politics,Ukraine Tomahawk missile strike by December 31?,https://polymarket.com/event/ukraine-tomahawk-strike-by-december-31,NO,6.212,0.995,0xdc8d49e3317dab913726f10c75a6dff742c784bc,3235.2,2025-12-31,NO,
0x64565c0227b847ed67a831ee57a86ccc896b2f6821d95992f3e60b6db8ad1480,2026-02-02,2026-02-06,SELL,0.0016668891855807777,1.0,131.09383519346238,127.16102013765851,78514.70717394,0x68c8b55d8082876e3487fc984f1e7a4eede822b9,Politics,"Will Elon Musk post 80-99 tweets from February 3 to February 10, 2026?",https://polymarket.com/event/elon-musk-of-tweets-february-3-february-10-80-99,NO,10.0,1.0,0x68c8b55d8082876e3487fc984f1e7a4eede822b9,6795.32,2026-02-10,NO,
0xa46333323f14d520da3da61380bcdd01970160dadf8eb8c878b21592466977e8,2026-02-03,2026-02-08,SELL,0.0010000000601592118,1.0,87.92309996335743,85.2854069644567,87835.17157400999,0x68c8b55d8082876e3487fc984f1e7a4eede822b9,Politics,"Will Elon Musk post 20-39 tweets from February 6 to February 13, 2026?",https://polymarket.com/event/elon-musk-of-tweets-february-6-february-13-20-39,NO,10.0,1.0,0x68c8b55d8082876e3487fc984f1e7a4eede822b9,7284.0,2026-02-13,NO,
0x346ba81499d9d165c40e8460743950e0c7c74083ac9658e2977dc45b93755e60,2026-02-04,2026-02-09,SELL,0.001000000000000334,1.0,51.16306222145854,49.628170354814785,51111.89915922,0x68c8b55d8082876e3487fc984f1e7a4eede822b9,Politics,"Will Elon Musk post 60-79 tweets from February 6 to February 13, 2026?",https://polymarket.com/event/elon-musk-of-tweets-february-6-february-13-60-79,NO,10.0,1.0,0x68c8b55d8082876e3487fc984f1e7a4eede822b9,3627.75,2026-02-13,NO,
0x74d513ded76c21815373eae49004f36291d958b034087e7bb3669f156e3d116e,2026-03-01,2026-03-01,SELL,0.16855272278686573,0.865,1994.7217550629491,1934.8801024110605,49429.84754412,0x4dfd481c16d9995b809780fd8a9808e8689f6e4a,Politics,US x Iran ceasefire by March 6?,https://polymarket.com/event/us-x-iran-ceasefire-by-march-6,NO,8.463,0.951,0x4dfd481c16d9995b809780fd8a9808e8689f6e4a,41179.59,,,OPEN_AT_END
